component,outcome,outcome_col,att,se,p_value,fdr_bh,reject_bh_05
fraser_FreeTrade,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,0.5396966828166873,4.158675886012193,0.8967435828511748,0.982377694634847,FALSE
fraser_Regulation,GDP_per_capita_growth,GDP_per_capita_growth,1.1407406002472877,0.5604418531975182,0.0418075465434194,0.44808183198354595,FALSE
fraser_Regulation,Gini_index,SI.POV.GINI,-0.21705523708092347,0.8146853752083899,0.7899093747059874,0.9821614370663045,FALSE
fraser_Regulation,Income_share_bottom20,SI.DST.FRST.20,0.06791796535770857,0.20865778321153805,0.7448032015064805,0.977426464814589,FALSE
fraser_Regulation,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,-7.571233338364862,2.745901482441123,0.005828350370516277,0.39632782519510684,FALSE
heritage_Property.Rights,GDP_per_capita_growth,GDP_per_capita_growth,0.6094280325020676,0.6604884046000092,0.3561672108461028,0.7812700108882255,FALSE
heritage_Property.Rights,Gini_index,SI.POV.GINI,0.47014342923630875,1.067909369327177,0.6597585390227314,0.977426464814589,FALSE
heritage_Property.Rights,Income_share_bottom20,SI.DST.FRST.20,-0.08163919319595685,0.3176368005235147,0.7971628897262133,0.9821614370663045,FALSE
heritage_Property.Rights,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,4.850571315992964,3.677173545391707,0.18713462030636172,0.6697449568859262,FALSE
heritage_Government.Integrity,GDP_per_capita_growth,GDP_per_capita_growth,-0.29087188209591774,0.4741060932142292,0.5395349163316836,0.9259152525430822,FALSE
heritage_Government.Integrity,Gini_index,SI.POV.GINI,-1.2353039077233592,1.2390923446367001,0.31879238640905777,0.7424262507462943,FALSE
heritage_Government.Integrity,Income_share_bottom20,SI.DST.FRST.20,0.34738847552064567,0.295846557640055,0.24030755246535535,0.7116555122345893,FALSE
heritage_Government.Integrity,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,1.4557428039769487,3.8896059092748763,0.7082072744407795,0.977426464814589,FALSE
heritage_Judicial.Effectiveness,GDP_per_capita_growth,GDP_per_capita_growth,-1.2428524833157133,0.7248389435129907,0.08640754572930641,0.48964275913273636,FALSE
heritage_Judicial.Effectiveness,Gini_index,SI.POV.GINI,2.116224489795919,1.122114369841848,0.059304948350763435,0.44808183198354595,FALSE
heritage_Judicial.Effectiveness,Income_share_bottom20,SI.DST.FRST.20,-0.47612670068027213,0.2426197844749397,0.049711312795891256,0.44808183198354595,FALSE
heritage_Judicial.Effectiveness,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,7.07061224489796,4.689041080156357,0.13157972960561576,0.6391015437987051,FALSE
heritage_Tax.Burden,GDP_per_capita_growth,GDP_per_capita_growth,-0.9063510511535076,0.5206414140907597,0.08171241910170272,0.48964275913273636,FALSE
heritage_Tax.Burden,Gini_index,SI.POV.GINI,2.738609333553634,1.2759518290509666,0.031846931906334544,0.44808183198354595,FALSE
heritage_Tax.Burden,Income_share_bottom20,SI.DST.FRST.20,-0.7057234594192489,0.30942919489794307,0.02256461790604578,0.44808183198354595,FALSE
heritage_Tax.Burden,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,-5.999159697091769,5.091535528575077,0.23869241768825294,0.7116555122345893,FALSE
heritage_Government.Spending,GDP_per_capita_growth,GDP_per_capita_growth,0.2021040321868745,0.5118801044360949,0.6929706448871868,0.977426464814589,FALSE
heritage_Government.Spending,Gini_index,SI.POV.GINI,-0.5161935867566466,1.5626104253927937,0.7411426568330597,0.977426464814589,FALSE
heritage_Government.Spending,Income_share_bottom20,SI.DST.FRST.20,-0.018853783781425115,0.4024918426418848,0.9626386379868672,0.991644043320045,FALSE
heritage_Government.Spending,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,-1.7087122150273184,3.879797655133131,0.6596382182046299,0.977426464814589,FALSE
heritage_Fiscal.Health,GDP_per_capita_growth,GDP_per_capita_growth,-1.0537901057503274,0.6095909812604269,0.08386568707002286,0.48964275913273636,FALSE
heritage_Fiscal.Health,Gini_index,SI.POV.GINI,0.6579292446761511,1.0860730960777543,0.5446560309076954,0.9259152525430822,FALSE
heritage_Fiscal.Health,Income_share_bottom20,SI.DST.FRST.20,-0.05522751334742252,0.2969659444786894,0.8524662893250274,0.9821614370663045,FALSE
heritage_Fiscal.Health,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,-5.397860207193654,3.6962805251012583,0.14419413416047214,0.6445792719521503,FALSE
heritage_Business.Freedom,GDP_per_capita_growth,GDP_per_capita_growth,-0.008807832338823625,0.4207252368495248,0.9832976025134462,0.991644043320045,FALSE
heritage_Business.Freedom,Gini_index,SI.POV.GINI,1.928325308257306,1.2042035388259071,0.1093042052485165,0.5717450736076248,FALSE
heritage_Business.Freedom,Income_share_bottom20,SI.DST.FRST.20,-0.32179202539006196,0.28244633361464855,0.25457669398168387,0.7116555122345893,FALSE
heritage_Business.Freedom,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,3.2396563181961984,3.012293816865054,0.28216068926647575,0.7118435904596027,FALSE
heritage_Labor.Freedom,GDP_per_capita_growth,GDP_per_capita_growth,0.28376419739466785,0.5275500504057237,0.590652598978096,0.977426464814589,FALSE
heritage_Labor.Freedom,Gini_index,SI.POV.GINI,-0.06529727073281068,0.8733613601036726,0.9404013175138893,0.991644043320045,FALSE
heritage_Labor.Freedom,Income_share_bottom20,SI.DST.FRST.20,0.08439228438438391,0.21884114472445307,0.6997687698624748,0.977426464814589,FALSE
heritage_Labor.Freedom,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,-0.9617016044866455,3.7706592940955446,0.7986855155393204,0.9821614370663045,FALSE
heritage_Monetary.Freedom,GDP_per_capita_growth,GDP_per_capita_growth,-0.09862843455059772,0.66172989537968685,0.8815170487073554,0.982377694634847,FALSE
heritage_Monetary.Freedom,Gini_index,SI.POV.GINI,1.4261539177366307,1.414090929287273,0.3131998240855624,0.7424262507462943,FALSE
heritage_Monetary.Freedom,Income_share_bottom20,SI.DST.FRST.20,-0.20835564458856667,0.2944314563374731,0.47916005127479566,0.880618472613138,FALSE
heritage_Monetary.Freedom,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,0.046182081403444195,4.409704068367556,0.991644043320045,0.991644043320045,FALSE
heritage_Trade.Freedom,GDP_per_capita_growth,GDP_per_capita_growth,0.4797224339061934,0.7403039687087931,0.516980178129312,0.9251224240208741,FALSE
heritage_Trade.Freedom,Gini_index,SI.POV.GINI,0.1610010880149606,1.426595528687259,0.9101440406175789,0.982377694634847,FALSE
heritage_Trade.Freedom,Income_share_bottom20,SI.DST.FRST.20,-0.012971134833194816,0.3361773240753825,0.9692218953933761,0.991644043320045,FALSE
heritage_Trade.Freedom,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,-4.742717136387728,3.704684468332304,0.2004766965144249,0.6816207681490446,FALSE
heritage_Investment.Freedom,GDP_per_capita_growth,GDP_per_capita_growth,-0.4017378351153776,0.4489342491550197,0.3708565334457189,0.7880701335721526,FALSE
heritage_Investment.Freedom,Gini_index,SI.POV.GINI,-1.6459942606547555,0.8474160521738848,0.052092503766705635,0.44808183198354595,FALSE
heritage_Investment.Freedom,Income_share_bottom20,SI.DST.FRST.20,0.24478098147851232,0.22783055880704406,0.28264377856484224,0.7118435904596027,FALSE
heritage_Investment.Freedom,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,-0.8753715613249233,4.6457089069343285,0.8505428521457663,0.9821614370663045,FALSE
heritage_Financial.Freedom,GDP_per_capita_growth,GDP_per_capita_growth,-0.49616506471313493,0.5067671883196041,0.32754099297630634,0.7424262507462943,FALSE
heritage_Financial.Freedom,Gini_index,SI.POV.GINI,1.7694556895527005,1.2627860010951775,0.16114481798803756,0.6445792719521503,FALSE
heritage_Financial.Freedom,Income_share_bottom20,SI.DST.FRST.20,-0.25734144508436774,0.3187597515903145,0.41948156161600764,0.840201952381086,FALSE
heritage_Financial.Freedom,Poverty_headcount_LMIC_3.65,SI.POV.LMIC,6.034582939501403,4.303164720969661,0.16080798938271765,0.6445792719521503,FALSE
