ISO3,Year,WID_income_share_bottom50
ISR,1998,12.78
ISR,1999,12.709999999999999
ISR,2000,12.64
ISR,2001,12.57
ISR,2002,12.36
ISR,2003,12.15
ISR,2004,11.95
ISR,2005,11.75
ISR,2006,11.700000000000001
ISR,2007,11.66
ISR,2008,11.690000000000001
ISR,2009,11.72
ISR,2010,11.76
ISR,2011,11.85
ISR,2012,11.95
ISR,2013,12.47
ISR,2014,12.959999999999999
ISR,2015,13.120000000000001
ISR,2016,13.28
ISR,2017,13.28
ISR,2018,13.28
ISR,2019,13.28
ISR,2020,13.28
ISR,2021,13.28
ISR,2022,13.28
IMN,1995,19.56
IMN,1996,19.5
IMN,1997,19.18
IMN,1998,19.259999999999998
IMN,1999,19.25
IMN,2000,18.93
IMN,2001,18.92
IMN,2002,19.189999999999998
IMN,2003,18.96
IMN,2004,18.21
IMN,2005,18.44
IMN,2006,18.2
IMN,2007,18.4
IMN,2008,19.16
IMN,2009,19.54
IMN,2010,18.4
IMN,2011,18.33
IMN,2012,18.459999999999997
IMN,2013,18.16
IMN,2014,18.05
IMN,2015,18.08
IMN,2016,18.14
IMN,2017,18.26
IMN,2018,18.42
IMN,2019,18.6
IMN,2020,18.52
IMN,2021,18.34
IMN,2022,18.4
IND,1995,18.9
IND,1996,19.05
IND,1997,18.83
IND,1998,18.7
IND,1999,18.64
IND,2000,18.54
IND,2001,18.14
IND,2002,17.73
IND,2003,17.32
IND,2004,16.900000000000002
IND,2005,16.48
IND,2006,16.07
IND,2007,15.64
IND,2008,15.21
IND,2009,14.77
IND,2010,14.330000000000002
IND,2011,13.73
IND,2012,13.459999999999999
IND,2013,13.389999999999999
IND,2014,13.13
IND,2015,12.97
IND,2016,12.559999999999999
IND,2017,12.389999999999999
IND,2018,12.809999999999999
IND,2019,13.07
IND,2020,13.719999999999999
IND,2021,13.639999999999999
IND,2022,13.25
IRQ,1995,11.83
IRQ,1996,11.83
IRQ,1997,11.83
IRQ,1998,11.83
IRQ,1999,11.83
IRQ,2000,11.83
IRQ,2001,11.83
IRQ,2002,11.83
IRQ,2003,11.83
IRQ,2004,11.83
IRQ,2005,11.83
IRQ,2006,11.83
IRQ,2007,11.83
IRQ,2008,12.35
IRQ,2009,12.83
IRQ,2010,13.28
IRQ,2011,13.69
IRQ,2012,12.97
IRQ,2013,16.520000000000003
IRQ,2014,15.690000000000001
IRQ,2015,14.829999999999998
IRQ,2016,13.950000000000001
IRQ,2017,13.04
IRQ,2018,12.11
IRQ,2019,11.15
IRQ,2020,10.17
IRQ,2021,9.15
IRQ,2022,8.110000000000001
IRN,1995,12.920000000000002
IRN,1996,13.03
IRN,1997,13.139999999999999
IRN,1998,12.659999999999998
IRN,1999,11.88
IRN,2000,11.68
IRN,2001,12.29
IRN,2002,12.15
IRN,2003,11.84
IRN,2004,11.93
IRN,2005,12.09
IRN,2006,12.15
IRN,2007,11.75
IRN,2008,14.27
IRN,2009,13.489999999999998
IRN,2010,12.98
IRN,2011,15.14
IRN,2012,13.91
IRN,2013,14.93
IRN,2014,15.07
IRN,2015,15.920000000000002
IRN,2016,16.1
IRN,2017,14.71
IRN,2018,14.77
IRN,2019,15.24
IRN,2020,16.21
IRN,2021,16.68
IRN,2022,17.37
ISL,1995,22.5
ISL,1996,22.32
ISL,1997,22.15
ISL,1998,21.93
ISL,1999,21.75
ISL,2000,21.85
ISL,2001,21.37
ISL,2002,21.21
ISL,2003,21.66
ISL,2004,22.3
ISL,2005,22.29
ISL,2006,21.86
ISL,2007,21.25
ISL,2008,23.68
ISL,2009,24.38
ISL,2010,24.55
ISL,2011,24.490000000000002
ISL,2012,24.51
ISL,2013,23.75
ISL,2014,23.919999999999998
ISL,2015,23.849999999999998
ISL,2016,24.13
ISL,2017,24.91
ISL,2018,25.490000000000002
ISL,2019,25.669999999999998
ISL,2020,25.669999999999998
ISL,2021,25.230000000000004
ISL,2022,25.69
ITA,1995,22.59
ITA,1996,22.17
ITA,1997,22.17
ITA,1998,21.54
ITA,1999,21.64
ITA,2000,21.23
ITA,2001,21.16
ITA,2002,21.81
ITA,2003,21.62
ITA,2004,22.34
ITA,2005,21.59
ITA,2006,21.68
ITA,2007,21.64
ITA,2008,21.68
ITA,2009,21.82
ITA,2010,21.490000000000002
ITA,2011,21.529999999999998
ITA,2012,21.240000000000002
ITA,2013,21.36
ITA,2014,21.2
ITA,2015,20.96
ITA,2016,20.68
ITA,2017,20.51
ITA,2018,20.43
ITA,2019,20.5
ITA,2020,20.5
ITA,2021,21.45
ITA,2022,21.68
JAM,1995,8.39
JAM,1996,8.39
JAM,1997,8.39
JAM,1998,8.39
JAM,1999,8.39
JAM,2000,8.39
JAM,2001,8.02
JAM,2002,8.1
JAM,2003,8.48
JAM,2004,8.72
JAM,2005,8.7
JAM,2006,9.04
JAM,2007,8.92
JAM,2008,9.16
JAM,2009,9.33
JAM,2010,9.47
JAM,2011,9.78
JAM,2012,10.03
JAM,2013,10.09
JAM,2014,10.25
JAM,2015,10.31
JAM,2016,10.280000000000001
JAM,2017,10.2
JAM,2018,10.11
JAM,2019,10.15
JAM,2020,8.690000000000001
JAM,2021,9.49
JAM,2022,10.14
JOR,1995,13.74
JOR,1996,14.430000000000001
JOR,1997,15.120000000000001
JOR,1998,14.78
JOR,1999,14.469999999999999
JOR,2000,14.17
JOR,2001,13.889999999999999
JOR,2002,13.63
JOR,2003,13.44
JOR,2004,13.26
JOR,2005,13.089999999999998
JOR,2006,12.94
JOR,2007,13.04
JOR,2008,13.139999999999999
JOR,2009,13.33
JOR,2010,13.530000000000001
JOR,2011,14.069999999999999
JOR,2012,14.23
JOR,2013,14.399999999999999
JOR,2014,14.399999999999999
JOR,2015,14.399999999999999
JOR,2016,14.399999999999999
JOR,2017,14.399999999999999
JOR,2018,14.399999999999999
JOR,2019,14.399999999999999
JOR,2020,14.399999999999999
JOR,2021,14.399999999999999
JOR,2022,14.399999999999999
JPN,1995,19.59
JPN,1996,18.970000000000002
JPN,1997,18.98
JPN,1998,18.88
JPN,1999,18.6
JPN,2000,18
JPN,2001,17.51
JPN,2002,17.03
JPN,2003,16.71
JPN,2004,16.3
JPN,2005,16.31
JPN,2006,16.33
JPN,2007,16.259999999999998
JPN,2008,16.71
JPN,2009,18.060000000000002
JPN,2010,18.26
JPN,2011,18.42
JPN,2012,18.35
JPN,2013,18.19
JPN,2014,18.21
JPN,2015,18.13
JPN,2016,18.18
JPN,2017,18.21
JPN,2018,18.21
JPN,2019,18.21
JPN,2020,18.21
JPN,2021,18.21
JPN,2022,18.21
KEN,1995,11.99
KEN,1996,11.63
KEN,1997,11.26
KEN,1998,11.219999999999999
KEN,1999,11.17
KEN,2000,11.12
KEN,2001,11.07
KEN,2002,11.020000000000001
KEN,2003,10.97
KEN,2004,10.93
KEN,2005,10.879999999999999
KEN,2006,11.09
KEN,2007,11.3
KEN,2008,11.52
KEN,2009,11.73
KEN,2010,11.940000000000001
KEN,2011,12.16
KEN,2012,12.370000000000001
KEN,2013,12.590000000000002
KEN,2014,12.8
KEN,2015,13.01
KEN,2016,13.4
KEN,2017,13.79
KEN,2018,14.180000000000001
KEN,2019,14.57
KEN,2020,14.96
KEN,2021,13.819999999999999
KEN,2022,14.23
KGZ,1995,20.69
KGZ,1996,19.15
KGZ,1997,17.599999999999998
KGZ,1998,16.05
KGZ,1999,17.48
KGZ,2000,18.63
KGZ,2001,18.07
KGZ,2002,18.060000000000002
KGZ,2003,18.87
KGZ,2004,15.22
KGZ,2005,16.1
KGZ,2006,14.879999999999999
KGZ,2007,16.61
KGZ,2008,17.22
KGZ,2009,17.25
KGZ,2010,17.630000000000003
KGZ,2011,18.77
KGZ,2012,19.189999999999998
KGZ,2013,18.85
KGZ,2014,20.01
KGZ,2015,19.09
KGZ,2016,19.2
KGZ,2017,18.32
KGZ,2018,17.94
KGZ,2019,16.869999999999997
KGZ,2020,16.869999999999997
KGZ,2021,16.869999999999997
KGZ,2022,16.869999999999997
KHM,1995,8.780000000000001
KHM,1996,8.780000000000001
KHM,1997,8.780000000000001
KHM,1998,8.780000000000001
KHM,1999,8.780000000000001
KHM,2000,8.780000000000001
KHM,2001,8.780000000000001
KHM,2002,8.780000000000001
KHM,2003,8.780000000000001
KHM,2004,8.780000000000001
KHM,2005,8.780000000000001
KHM,2006,8.780000000000001
KHM,2007,8.780000000000001
KHM,2008,8.780000000000001
KHM,2009,8.780000000000001
KHM,2010,9.8
KHM,2011,13.13
KHM,2012,13.68
KHM,2013,13.459999999999999
KHM,2014,13.84
KHM,2015,13.86
KHM,2016,13.84
KHM,2017,13.87
KHM,2018,13.91
KHM,2019,13.91
KHM,2020,13.91
KHM,2021,13.91
KHM,2022,13.91
KIR,1995,20.74
KIR,1996,20.73
KIR,1997,20.73
KIR,1998,20.73
KIR,1999,20.72
KIR,2000,20.72
KIR,2001,20.27
KIR,2002,19.830000000000002
KIR,2003,19.400000000000002
KIR,2004,18.98
KIR,2005,18.57
KIR,2006,18.17
KIR,2007,17.78
KIR,2008,17.39
KIR,2009,17.02
KIR,2010,16.650000000000002
KIR,2011,16.55
KIR,2012,16.45
KIR,2013,16.36
KIR,2014,16.27
KIR,2015,16.189999999999998
KIR,2016,16.11
KIR,2017,16.03
KIR,2018,15.959999999999999
KIR,2019,15.89
KIR,2020,15.82
KIR,2021,15.82
KIR,2022,15.82
COM,1995,7.7299999999999995
COM,1996,7.7299999999999995
COM,1997,7.7299999999999995
COM,1998,7.7299999999999995
COM,1999,7.7299999999999995
COM,2000,7.7299999999999995
COM,2001,7.7299999999999995
COM,2002,7.7299999999999995
COM,2003,7.7299999999999995
COM,2004,7.7299999999999995
COM,2005,8.09
COM,2006,8.459999999999999
COM,2007,8.83
COM,2008,9.19
COM,2009,9.56
COM,2010,9.93
COM,2011,10.290000000000001
COM,2012,10.66
COM,2013,11.03
COM,2014,11.39
COM,2015,11.39
COM,2016,11.39
COM,2017,11.39
COM,2018,11.39
COM,2019,11.39
COM,2020,11.39
COM,2021,11.39
COM,2022,11.39
KNA,1995,8.04
KNA,1996,8.07
KNA,1997,8.110000000000001
KNA,1998,8.14
KNA,1999,8.18
KNA,2000,8.21
KNA,2001,8.260000000000002
KNA,2002,8.3
KNA,2003,8.35
KNA,2004,8.39
KNA,2005,8.43
KNA,2006,8.459999999999999
KNA,2007,8.5
KNA,2008,8.53
KNA,2009,8.57
KNA,2010,8.6
KNA,2011,9.17
KNA,2012,9.74
KNA,2013,10.299999999999999
KNA,2014,10.86
KNA,2015,11.41
KNA,2016,11.97
KNA,2017,12.509999999999998
KNA,2018,13.059999999999999
KNA,2019,13.600000000000001
KNA,2020,14.13
KNA,2021,14.13
KNA,2022,14.13
PRK,1995,16.84
PRK,1996,17.14
PRK,1997,17.16
PRK,1998,17.2
PRK,1999,16.78
PRK,2000,16.07
PRK,2001,15.67
PRK,2002,14.97
PRK,2003,14.82
PRK,2004,14.84
PRK,2005,14.729999999999999
PRK,2006,14.93
PRK,2007,14.89
PRK,2008,14.87
PRK,2009,14.399999999999999
PRK,2010,14.030000000000001
PRK,2011,14.57
PRK,2012,15.110000000000001
PRK,2013,14.979999999999999
PRK,2014,15.24
PRK,2015,15.18
PRK,2016,15.120000000000001
PRK,2017,15.120000000000001
PRK,2018,15.120000000000001
PRK,2019,15.120000000000001
PRK,2020,15.120000000000001
PRK,2021,15.120000000000001
PRK,2022,15.120000000000001
KOR,1995,27.47
KOR,1996,25.83
KOR,1997,26.68
KOR,1998,25.96
KOR,1999,25.27
KOR,2000,22.98
KOR,2001,23.95
KOR,2002,23.31
KOR,2003,22.7
KOR,2004,22.1
KOR,2005,21.52
KOR,2006,20.380000000000003
KOR,2007,19.689999999999998
KOR,2008,19.39
KOR,2009,19.919999999999998
KOR,2010,19.470000000000002
KOR,2011,19.8
KOR,2012,20.19
KOR,2013,20.48
KOR,2014,20.32
KOR,2015,20.19
KOR,2016,18.099999999999998
KOR,2017,17.599999999999998
KOR,2018,17.72
KOR,2019,17.7
KOR,2020,17.54
KOR,2021,17.49
KOR,2022,17.630000000000003
KWT,1995,11.06
KWT,1996,11.06
KWT,1997,11.06
KWT,1998,11.06
KWT,1999,11.06
KWT,2000,11.06
KWT,2001,11.06
KWT,2002,11.06
KWT,2003,11.06
KWT,2004,11.06
KWT,2005,11.06
KWT,2006,11.06
KWT,2007,11.06
KWT,2008,11.18
KWT,2009,11.3
KWT,2010,11.44
KWT,2011,11.600000000000001
KWT,2012,11.77
KWT,2013,11.97
KWT,2014,16.32
KWT,2015,16.32
KWT,2016,16.32
KWT,2017,16.32
KWT,2018,16.32
KWT,2019,16.32
KWT,2020,16.32
KWT,2021,16.32
KWT,2022,16.32
CYM,1995,8.04
CYM,1996,8.07
CYM,1997,8.110000000000001
CYM,1998,8.14
CYM,1999,8.18
CYM,2000,8.21
CYM,2001,8.260000000000002
CYM,2002,8.3
CYM,2003,8.35
CYM,2004,8.39
CYM,2005,8.43
CYM,2006,8.459999999999999
CYM,2007,8.5
CYM,2008,8.53
CYM,2009,8.57
CYM,2010,8.6
CYM,2011,9.17
CYM,2012,9.74
CYM,2013,10.299999999999999
CYM,2014,10.86
CYM,2015,11.41
CYM,2016,11.97
CYM,2017,12.509999999999998
CYM,2018,13.059999999999999
CYM,2019,13.600000000000001
CYM,2020,14.13
CYM,2021,14.13
CYM,2022,14.13
KAZ,1995,17.2
KAZ,1996,15.620000000000001
KAZ,1997,15.379999999999999
KAZ,1998,14.66
KAZ,1999,14.67
KAZ,2000,14.499999999999998
KAZ,2001,14.219999999999999
KAZ,2002,13.94
KAZ,2003,14.64
KAZ,2004,17.54
KAZ,2005,16.14
KAZ,2006,16.05
KAZ,2007,17.1
KAZ,2008,16.509999999999998
KAZ,2009,15.65
KAZ,2010,16.009999999999998
KAZ,2011,17.29
KAZ,2012,16.98
KAZ,2013,17.150000000000002
KAZ,2014,18.15
KAZ,2015,19.43
KAZ,2016,16.71
KAZ,2017,16.56
KAZ,2018,16.439999999999998
KAZ,2019,16.439999999999998
KAZ,2020,16.439999999999998
KAZ,2021,16.439999999999998
KAZ,2022,16.439999999999998
LAO,1995,14.069999999999999
LAO,1996,14.08
LAO,1997,14.05
LAO,1998,14.17
LAO,1999,14.299999999999999
LAO,2000,14.11
LAO,2001,14.06
LAO,2002,14.24
LAO,2003,14.26
LAO,2004,14.069999999999999
LAO,2005,14.02
LAO,2006,14.02
LAO,2007,13.96
LAO,2008,13.98
LAO,2009,13.87
LAO,2010,13.87
LAO,2011,13.950000000000001
LAO,2012,14.099999999999998
LAO,2013,13.850000000000001
LAO,2014,13.54
LAO,2015,13.36
LAO,2016,13.15
LAO,2017,13
LAO,2018,12.889999999999999
LAO,2019,12.889999999999999
LAO,2020,12.889999999999999
LAO,2021,12.889999999999999
LAO,2022,12.889999999999999
LBN,1995,12.18
LBN,1996,12.18
LBN,1997,12.18
LBN,1998,12.18
LBN,1999,12.18
LBN,2000,12.18
LBN,2001,12.18
LBN,2002,12.18
LBN,2003,12.18
LBN,2004,12.18
LBN,2005,12.18
LBN,2006,12.21
LBN,2007,10.34
LBN,2008,10.33
LBN,2009,10.96
LBN,2010,10.639999999999999
LBN,2011,10.41
LBN,2012,10.16
LBN,2013,10.52
LBN,2014,10.549999999999999
LBN,2015,10.61
LBN,2016,10.68
LBN,2017,10.75
LBN,2018,10.83
LBN,2019,10.91
LBN,2020,10.99
LBN,2021,11.08
LBN,2022,11.18
LCA,1995,8.04
LCA,1996,8.07
LCA,1997,8.110000000000001
LCA,1998,8.14
LCA,1999,8.18
LCA,2000,8.21
LCA,2001,8.260000000000002
LCA,2002,8.3
LCA,2003,8.35
LCA,2004,8.39
LCA,2005,8.43
LCA,2006,8.459999999999999
LCA,2007,8.5
LCA,2008,8.53
LCA,2009,8.57
LCA,2010,8.6
LCA,2011,9.17
LCA,2012,9.74
LCA,2013,10.299999999999999
LCA,2014,10.86
LCA,2015,11.41
LCA,2016,11.97
LCA,2017,12.509999999999998
LCA,2018,13.059999999999999
LCA,2019,13.600000000000001
LCA,2020,14.13
LCA,2021,14.13
LCA,2022,14.13
LIE,1995,19.56
LIE,1996,19.5
LIE,1997,19.18
LIE,1998,19.259999999999998
LIE,1999,19.25
LIE,2000,18.93
LIE,2001,18.92
LIE,2002,19.189999999999998
LIE,2003,18.96
LIE,2004,18.21
LIE,2005,18.44
LIE,2006,18.2
LIE,2007,18.4
LIE,2008,19.16
LIE,2009,19.54
LIE,2010,18.4
LIE,2011,18.33
LIE,2012,18.459999999999997
LIE,2013,18.16
LIE,2014,18.05
LIE,2015,18.08
LIE,2016,18.14
LIE,2017,18.26
LIE,2018,18.42
LIE,2019,18.6
LIE,2020,18.52
LIE,2021,18.34
LIE,2022,18.4
LKA,1995,15.229999999999999
LKA,1996,14.82
LKA,1997,14.430000000000001
LKA,1998,14.09
LKA,1999,13.68
LKA,2000,13.34
LKA,2001,13.05
LKA,2002,12.64
LKA,2003,12.67
LKA,2004,12.879999999999999
LKA,2005,13.01
LKA,2006,13.07
LKA,2007,13.459999999999999
LKA,2008,14.299999999999999
LKA,2009,14.84
LKA,2010,14.21
LKA,2011,14.14
LKA,2012,13.96
LKA,2013,13.96
LKA,2014,14.02
LKA,2015,14.16
LKA,2016,14.14
LKA,2017,14.13
LKA,2018,14.13
LKA,2019,14.13
LKA,2020,14.13
LKA,2021,14.13
LKA,2022,14.13
LBR,1995,15.39
LBR,1996,15.39
LBR,1997,15.39
LBR,1998,15.39
LBR,1999,15.39
LBR,2000,15.39
LBR,2001,15.39
LBR,2002,15.39
LBR,2003,15.39
LBR,2004,15.39
LBR,2005,15.39
LBR,2006,15.39
LBR,2007,15.39
LBR,2008,15.540000000000001
LBR,2009,15.690000000000001
LBR,2010,15.840000000000002
LBR,2011,15.989999999999998
LBR,2012,16.14
LBR,2013,16.29
LBR,2014,16.439999999999998
LBR,2015,15.93
LBR,2016,15.43
LBR,2017,15.43
LBR,2018,15.43
LBR,2019,15.43
LBR,2020,15.43
LBR,2021,15.43
LBR,2022,15.43
LSO,1995,5.510000000000001
LSO,1996,6.03
LSO,1997,6.54
LSO,1998,7.049999999999999
LSO,1999,7.5600000000000005
LSO,2000,8.07
LSO,2001,8.59
LSO,2002,9.1
LSO,2003,9.25
LSO,2004,9.39
LSO,2005,9.54
LSO,2006,9.68
LSO,2007,9.83
LSO,2008,9.969999999999999
LSO,2009,10.12
LSO,2010,10.26
LSO,2011,10.41
LSO,2012,10.549999999999999
LSO,2013,10.7
LSO,2014,10.84
LSO,2015,10.99
LSO,2016,11.14
LSO,2017,11.28
LSO,2018,11.28
LSO,2019,11.28
LSO,2020,11.28
LSO,2021,11.28
LSO,2022,11.28
LTU,1995,18.48
LTU,1996,19.27
LTU,1997,20.34
LTU,1998,20.14
LTU,1999,20.630000000000003
LTU,2000,19.38
LTU,2001,19.15
LTU,2002,19.6
LTU,2003,20.03
LTU,2004,17.95
LTU,2005,17.69
LTU,2006,18.61
LTU,2007,18.07
LTU,2008,18.04
LTU,2009,18.33
LTU,2010,19.6
LTU,2011,19.56
LTU,2012,18.509999999999998
LTU,2013,17.98
LTU,2014,16.220000000000002
LTU,2015,17.26
LTU,2016,17.37
LTU,2017,16.96
LTU,2018,17.740000000000002
LTU,2019,17.330000000000002
LTU,2020,17.06
LTU,2021,16.78
LTU,2022,16.81
LUX,1995,21.060000000000002
LUX,1996,20.73
LUX,1997,19.96
LUX,1998,18.87
LUX,1999,19.220000000000002
LUX,2000,18.82
LUX,2001,19.17
LUX,2002,20.07
LUX,2003,20.18
LUX,2004,18.43
LUX,2005,18.3
LUX,2006,19.41
LUX,2007,18.32
LUX,2008,18.48
LUX,2009,20
LUX,2010,20.26
LUX,2011,19.950000000000003
LUX,2012,18.65
LUX,2013,19.580000000000002
LUX,2014,19.81
LUX,2015,20.69
LUX,2016,19.61
LUX,2017,18.7
LUX,2018,19.08
LUX,2019,19.689999999999998
LUX,2020,19.689999999999998
LUX,2021,20.25
LUX,2022,19.97
LVA,1995,19.61
LVA,1996,18.35
LVA,1997,18.02
LVA,1998,17.580000000000002
LVA,1999,17.45
LVA,2000,17.599999999999998
LVA,2001,17.54
LVA,2002,17.03
LVA,2003,16.72
LVA,2004,17
LVA,2005,15.89
LVA,2006,16.79
LVA,2007,14.879999999999999
LVA,2008,15.8
LVA,2009,18.029999999999998
LVA,2010,19.06
LVA,2011,18.459999999999997
LVA,2012,17.9
LVA,2013,17.73
LVA,2014,17.83
LVA,2015,18.029999999999998
LVA,2016,18.279999999999998
LVA,2017,17.24
LVA,2018,17.26
LVA,2019,17.419999999999998
LVA,2020,17.419999999999998
LVA,2021,17.37
LVA,2022,17.37
LBY,1995,15.040000000000001
LBY,1996,15.049999999999999
LBY,1997,15.049999999999999
LBY,1998,15.049999999999999
LBY,1999,14.99
LBY,2000,14.940000000000001
LBY,2001,14.940000000000001
LBY,2002,14.940000000000001
LBY,2003,14.940000000000001
LBY,2004,14.940000000000001
LBY,2005,14.979999999999999
LBY,2006,15.03
LBY,2007,15.079999999999998
LBY,2008,15.14
LBY,2009,15.25
LBY,2010,15.36
LBY,2011,15.58
LBY,2012,15.809999999999999
LBY,2013,15.61
LBY,2014,15.4
LBY,2015,15.190000000000001
LBY,2016,15.25
LBY,2017,15.310000000000002
LBY,2018,15.27
LBY,2019,15.22
LBY,2020,15.22
LBY,2021,15.22
LBY,2022,15.22
MAR,1995,14.39
MAR,1996,14.39
MAR,1997,14.39
MAR,1998,14.39
MAR,1999,14.39
MAR,2000,14.39
MAR,2001,14.39
MAR,2002,14.39
MAR,2003,14.39
MAR,2004,14.39
MAR,2005,14.39
MAR,2006,14.39
MAR,2007,14.39
MAR,2008,14.39
MAR,2009,14.39
MAR,2010,14.39
MAR,2011,14.39
MAR,2012,14.39
MAR,2013,14.39
MAR,2014,14.39
MAR,2015,14.39
MAR,2016,14.39
MAR,2017,14.39
MAR,2018,14.39
MAR,2019,14.39
MAR,2020,14.39
MAR,2021,14.39
MAR,2022,14.39
MCO,1995,19.56
MCO,1996,19.5
MCO,1997,19.18
MCO,1998,19.259999999999998
MCO,1999,19.25
MCO,2000,18.93
MCO,2001,18.92
MCO,2002,19.189999999999998
MCO,2003,18.96
MCO,2004,18.21
MCO,2005,18.44
MCO,2006,18.2
MCO,2007,18.4
MCO,2008,19.16
MCO,2009,19.54
MCO,2010,18.4
MCO,2011,18.33
MCO,2012,18.459999999999997
MCO,2013,18.16
MCO,2014,18.05
MCO,2015,18.08
MCO,2016,18.14
MCO,2017,18.26
MCO,2018,18.42
MCO,2019,18.6
MCO,2020,18.52
MCO,2021,18.34
MCO,2022,18.4
MDA,1995,16.54
MDA,1996,15.920000000000002
MDA,1997,15.32
MDA,1998,15.809999999999999
MDA,1999,16.04
MDA,2000,16.259999999999998
MDA,2001,16.06
MDA,2002,16.189999999999998
MDA,2003,16.14
MDA,2004,16.32
MDA,2005,16.07
MDA,2006,15.920000000000002
MDA,2007,16.189999999999998
MDA,2008,16.05
MDA,2009,16.14
MDA,2010,16.57
MDA,2011,16.919999999999998
MDA,2012,17.22
MDA,2013,17.4
MDA,2014,17.75
MDA,2015,17.630000000000003
MDA,2016,18.07
MDA,2017,18.060000000000002
MDA,2018,18.09
MDA,2019,17.93
MDA,2020,17.93
MDA,2021,17.68
MDA,2022,17.68
MNE,1995,21.07
MNE,1996,21.060000000000002
MNE,1997,21.02
MNE,1998,21.2
MNE,1999,22.189999999999998
MNE,2000,19.13
MNE,2001,21.029999999999998
MNE,2002,20.41
MNE,2003,19.74
MNE,2004,19.25
MNE,2005,18.65
MNE,2006,17.98
MNE,2007,17.91
MNE,2008,17.31
MNE,2009,16.97
MNE,2010,16.619999999999997
MNE,2011,16.2
MNE,2012,15.76
MNE,2013,16.25
MNE,2014,16.36
MNE,2015,14.430000000000001
MNE,2016,16.009999999999998
MNE,2017,16.75
MNE,2018,15.840000000000002
MNE,2019,15.939999999999998
MNE,2020,15.97
MNE,2021,15.98
MNE,2022,15.93
MDG,1995,12.540000000000001
MDG,1996,13.120000000000001
MDG,1997,13.71
MDG,1998,13.81
MDG,1999,13.91
MDG,2000,12.13
MDG,2001,10.36
MDG,2002,11.110000000000001
MDG,2003,11.87
MDG,2004,12.629999999999999
MDG,2005,13.389999999999999
MDG,2006,13.200000000000001
MDG,2007,13.01
MDG,2008,12.82
MDG,2009,12.629999999999999
MDG,2010,12.44
MDG,2011,12.46
MDG,2012,12.479999999999999
MDG,2013,12.73
MDG,2014,12.989999999999998
MDG,2015,13.25
MDG,2016,13.5
MDG,2017,13.76
MDG,2018,14.01
MDG,2019,14.27
MDG,2020,14.530000000000001
MDG,2021,14.790000000000001
MDG,2022,14.790000000000001
MHL,1995,20.74
MHL,1996,20.73
MHL,1997,20.73
MHL,1998,20.73
MHL,1999,20.72
MHL,2000,20.72
MHL,2001,20.27
MHL,2002,19.830000000000002
MHL,2003,19.400000000000002
MHL,2004,18.98
MHL,2005,18.57
MHL,2006,18.17
MHL,2007,17.78
MHL,2008,17.39
MHL,2009,17.02
MHL,2010,16.650000000000002
MHL,2011,16.55
MHL,2012,16.45
MHL,2013,16.36
MHL,2014,16.27
MHL,2015,16.189999999999998
MHL,2016,16.11
MHL,2017,16.03
MHL,2018,15.959999999999999
MHL,2019,15.89
MHL,2020,15.82
MHL,2021,15.82
MHL,2022,15.82
MKD,1995,17.78
MKD,1996,14.91
MKD,1997,17.45
MKD,1998,17.26
MKD,1999,17.27
MKD,2000,17.96
MKD,2001,17.44
MKD,2002,17.53
MKD,2003,17.39
MKD,2004,17.599999999999998
MKD,2005,17.66
MKD,2006,17.65
MKD,2007,17.57
MKD,2008,17.080000000000002
MKD,2009,17.119999999999997
MKD,2010,17.169999999999998
MKD,2011,17.150000000000002
MKD,2012,17.88
MKD,2013,18.29
MKD,2014,19.46
MKD,2015,19.59
MKD,2016,19.939999999999998
MKD,2017,20.04
MKD,2018,20.599999999999998
MKD,2019,20.74
MKD,2020,20.74
MKD,2021,20.77
MKD,2022,20.71
MLI,1995,9.87
MLI,1996,10.440000000000001
MLI,1997,11.01
MLI,1998,11.58
MLI,1999,12.15
MLI,2000,12.72
MLI,2001,13.29
MLI,2002,13.43
MLI,2003,13.58
MLI,2004,13.719999999999999
MLI,2005,13.87
MLI,2006,14.01
MLI,2007,14.78
MLI,2008,15.559999999999999
MLI,2009,16.34
MLI,2010,16.17
MLI,2011,16
MLI,2012,15.83
MLI,2013,15.67
MLI,2014,15.5
MLI,2015,15.329999999999998
MLI,2016,15.160000000000002
MLI,2017,15
MLI,2018,14.829999999999998
MLI,2019,14.91
MLI,2020,14.99
MLI,2021,15.07
MLI,2022,15.07
MMR,1995,12.709999999999999
MMR,1996,12.709999999999999
MMR,1997,12.709999999999999
MMR,1998,12.709999999999999
MMR,1999,12.709999999999999
MMR,2000,12.709999999999999
MMR,2001,12.709999999999999
MMR,2002,12.709999999999999
MMR,2003,12.709999999999999
MMR,2004,12.709999999999999
MMR,2005,12.709999999999999
MMR,2006,12.709999999999999
MMR,2007,12.709999999999999
MMR,2008,12.709999999999999
MMR,2009,12.709999999999999
MMR,2010,12.709999999999999
MMR,2011,12.709999999999999
MMR,2012,12.709999999999999
MMR,2013,12.709999999999999
MMR,2014,12.709999999999999
MMR,2015,12.709999999999999
MMR,2016,14.299999999999999
MMR,2017,15.920000000000002
MMR,2018,15.98
MMR,2019,15.98
MMR,2020,15.98
MMR,2021,15.98
MMR,2022,15.98
MNG,1995,13.900000000000002
MNG,1996,14.299999999999999
MNG,1997,14.69
MNG,1998,15.079999999999998
MNG,1999,14.74
MNG,2000,14.41
MNG,2001,14.08
MNG,2002,13.750000000000002
MNG,2003,13.569999999999999
MNG,2004,13.43
MNG,2005,13.3
MNG,2006,13.34
