ISO3,Year,SWIID_gini_disp
MNG,2013,34.1
MNG,2014,34
MNG,2015,33.9
MNG,2016,33.9
MNG,2017,33.8
MNG,2018,33.8
MNG,2019,33.8
MNG,2020,33.7
MNG,2021,33.7
MNG,2022,33.6
MNE,2005,30.2
MNE,2006,30.2
MNE,2007,30.3
MNE,2008,30.4
MNE,2009,30.6
MNE,2010,30.9
MNE,2011,31.3
MNE,2012,31.9
MNE,2013,32.4
MNE,2014,32.9
MNE,2015,33.3
MNE,2016,33.5
MNE,2017,33.4
MNE,2018,33.3
MNE,2019,33.2
MNE,2020,33.1
MNE,2021,33
MAR,1984,39.9
MAR,1985,40
MAR,1986,40
MAR,1987,40.1
MAR,1988,40.2
MAR,1989,40.2
MAR,1990,40.3
MAR,1991,40.3
MAR,1992,40.4
MAR,1993,40.4
MAR,1994,40.5
MAR,1995,40.5
MAR,1996,40.6
MAR,1997,40.6
MAR,1998,40.6
MAR,1999,40.7
MAR,2000,40.8
MAR,2001,40.9
MAR,2002,40.9
MAR,2003,40.9
MAR,2004,40.9
MAR,2005,41
MAR,2006,41
MAR,2007,41
MAR,2008,40.9
MAR,2009,40.9
MAR,2010,40.9
MAR,2011,40.9
MAR,2012,40.8
MAR,2013,40.8
MAR,2014,40.7
MAR,2015,40.7
MAR,2016,40.7
MAR,2017,40.7
MAR,2018,40.7
MAR,2019,40.7
MAR,2020,40.6
MOZ,1996,45.5
MOZ,1997,45.3
MOZ,1998,45.4
MOZ,1999,45.5
MOZ,2000,45.6
MOZ,2001,45.7
MOZ,2002,45.8
MOZ,2003,45.6
MOZ,2004,45.7
MOZ,2005,45.7
MOZ,2006,45.9
MOZ,2007,46
MOZ,2008,46.1
MOZ,2009,46.3
MOZ,2010,46.6
MOZ,2011,46.9
MOZ,2012,47.3
MOZ,2013,47.7
MOZ,2014,48
MOZ,2015,48.2
MOZ,2016,48.4
MOZ,2017,48.5
MOZ,2018,48.6
MOZ,2019,48.8
MOZ,2020,48.8
MOZ,2021,48.9
MOZ,2022,48.9
MMR,2010,33.6
MMR,2011,33.7
MMR,2012,33.8
MMR,2013,33.9
MMR,2014,33.9
MMR,2015,34
MMR,2016,34
MMR,2017,33.9
NAM,1993,65.8
NAM,1994,65.9
NAM,1995,65.8
NAM,1996,65.8
NAM,1997,65.8
NAM,1998,65.7
NAM,1999,65.7
NAM,2000,65.7
NAM,2001,65.7
NAM,2002,65.6
NAM,2003,65.6
NAM,2004,65.6
NAM,2005,65.5
NAM,2006,65.4
NAM,2007,65.2
NAM,2008,65.1
NAM,2009,64.9
NAM,2010,64.8
NAM,2011,64.7
NAM,2012,64.6
NAM,2013,64.5
NAM,2014,64.4
NAM,2015,64.3
NAM,2016,64.3
NRU,2006,40
NRU,2007,39.8
NRU,2008,39.6
NRU,2009,39.5
NRU,2010,39.3
NRU,2011,39.1
NRU,2012,38.9
NPL,1977,38.5
NPL,1978,38.2
NPL,1979,37.9
NPL,1980,37.7
NPL,1981,37.4
NPL,1982,37.1
NPL,1983,36.8
NPL,1984,36.4
NPL,1985,36.6
NPL,1986,36.7
NPL,1987,36.8
NPL,1988,36.8
NPL,1989,36.9
NPL,1990,37
NPL,1991,37.1
NPL,1992,37.2
NPL,1993,37.3
NPL,1994,37.4
NPL,1995,37.5
NPL,1996,37.6
NPL,1997,37.7
NPL,1998,37.8
NPL,1999,37.9
NPL,2000,38
NPL,2001,38.1
NPL,2002,38.3
NPL,2003,38.4
NPL,2004,38.3
NPL,2005,38
NPL,2006,37.7
NPL,2007,37.4
NPL,2008,37.1
NPL,2009,36.8
NPL,2010,36.5
NPL,2011,36.4
NPL,2012,36.3
NPL,2013,36.1
NPL,2014,36
NPL,2015,35.8
NPL,2016,35.7
NPL,2017,35.5
NPL,2018,35.4
NPL,2019,35.3
NPL,2020,35.1
NPL,2021,35
NPL,2022,34.8
NLD,1977,25.6
NLD,1978,25.6
NLD,1979,25.5
NLD,1980,25.5
NLD,1981,25.6
NLD,1982,25.6
NLD,1983,25.6
NLD,1984,25.6
NLD,1985,25.6
NLD,1986,25.2
NLD,1987,24.8
NLD,1988,25.4
NLD,1989,26
NLD,1990,26.3
NLD,1991,26.2
NLD,1992,26.1
NLD,1993,26.2
NLD,1994,26.4
NLD,1995,26.5
NLD,1996,26.1
NLD,1997,25.7
NLD,1998,25.2
NLD,1999,24.8
NLD,2000,26
NLD,2001,26.2
NLD,2002,26.3
NLD,2003,26.5
NLD,2004,26.7
NLD,2005,26.9
NLD,2006,27.2
NLD,2007,27.2
NLD,2008,26.9
NLD,2009,26.2
NLD,2010,25.9
NLD,2011,25.9
NLD,2012,26
NLD,2013,26.4
NLD,2014,26.9
NLD,2015,27.1
NLD,2016,27.3
NLD,2017,27.4
NLD,2018,27.3
NLD,2019,27.7
NLD,2020,27.4
NLD,2021,27.1
NLD,2022,27
NLD,2023,26.9
NZL,1982,26.9
NZL,1983,26.8
NZL,1984,26.7
NZL,1985,26.7
NZL,1986,26.5
NZL,1987,27.2
NZL,1988,28
NZL,1989,29.2
NZL,1990,30.5
NZL,1991,31.5
NZL,1992,31.6
NZL,1993,32
NZL,1994,32.2
NZL,1995,32.7
NZL,1996,33.1
NZL,1997,33
NZL,1998,32.9
NZL,1999,32.9
NZL,2000,32.9
NZL,2001,32.8
NZL,2002,32.7
NZL,2003,32.6
NZL,2004,32.5
NZL,2005,32.4
NZL,2006,32.4
NZL,2007,32.3
NZL,2008,32
NZL,2009,32
NZL,2010,32
NZL,2011,32.1
NZL,2012,32.3
NZL,2013,32.7
NZL,2014,32.8
NZL,2015,32.7
NZL,2016,32.5
NZL,2017,32.4
NZL,2018,32
NZL,2019,31.6
NZL,2020,31.2
NZL,2021,30.9
NZL,2022,31.2
NIC,1993,51.7
NIC,1994,51.5
NIC,1995,51.2
NIC,1996,51
NIC,1997,50.7
NIC,1998,50.4
NIC,1999,50
NIC,2000,49.5
NIC,2001,49
NIC,2002,48.3
NIC,2003,47.6
NIC,2004,46.9
NIC,2005,46.2
NIC,2006,45.5
NIC,2007,44.8
NIC,2008,44.1
NIC,2009,43.4
NIC,2010,43.4
NIC,2011,43.4
NIC,2012,43.5
NIC,2013,43.5
NIC,2014,43.5
NER,1992,39.4
NER,1993,39.5
NER,1994,39.7
NER,1995,39.7
NER,1996,39.7
NER,1997,39.8
NER,1998,39.8
NER,1999,39.8
NER,2000,39.9
NER,2001,39.9
NER,2002,39.9
NER,2003,40
NER,2004,40
NER,2005,40.1
NER,2006,39.6
NER,2007,39.1
NER,2008,38.7
NER,2009,38.3
NER,2010,37.8
NER,2011,37.4
NER,2012,37.3
NER,2013,37.2
NER,2014,37.1
NER,2015,37
NER,2016,37
NER,2017,37
NER,2018,36.9
NER,2019,36.9
NER,2020,36.8
NER,2021,36.7
NGA,1985,42.2
NGA,1986,42.4
NGA,1987,42.5
NGA,1988,42.7
NGA,1989,42.8
NGA,1990,43
NGA,1991,43.1
NGA,1992,43.3
NGA,1993,43.3
NGA,1994,43.4
NGA,1995,43.4
NGA,1996,43.5
NGA,1997,43.3
NGA,1998,43.1
NGA,1999,42.9
NGA,2000,42.8
NGA,2001,42.6
NGA,2002,42.4
NGA,2003,42.2
NGA,2004,42.1
NGA,2005,41.9
NGA,2006,41.8
NGA,2007,41.6
NGA,2008,41.4
NGA,2009,41.2
NGA,2010,40.9
NGA,2011,40.6
NGA,2012,40.2
NGA,2013,40
NGA,2014,39.7
NGA,2015,39.4
NGA,2016,39.2
NGA,2017,39
NGA,2018,38.9
NGA,2019,38.7
NGA,2020,38.6
NGA,2021,38.5
NGA,2022,38.4
MKD,1994,29.9
MKD,1995,30
MKD,1996,30.1
MKD,1997,30.3
MKD,1998,30.5
MKD,1999,31.1
MKD,2000,31.7
MKD,2001,32.3
MKD,2002,32.9
MKD,2003,33.5
MKD,2004,34.1
MKD,2005,34.6
MKD,2006,35
MKD,2007,35.2
MKD,2008,35.3
MKD,2009,35.1
MKD,2010,34.8
MKD,2011,34.2
MKD,2012,33.7
MKD,2013,33.2
MKD,2014,32.8
MKD,2015,32.3
MKD,2016,31.9
MKD,2017,31.5
MKD,2018,31.2
MKD,2019,31.1
MKD,2020,31
MKD,2021,30.9
MKD,2022,30.9
NOR,1970,26.1
NOR,1971,26.4
NOR,1972,26.7
NOR,1973,27
NOR,1974,26.6
NOR,1975,26.2
NOR,1976,25.8
NOR,1977,24.9
NOR,1978,24.1
NOR,1979,23.3
NOR,1980,23.8
NOR,1981,24.3
NOR,1982,24.9
NOR,1983,24.7
NOR,1984,24.5
NOR,1985,24.1
NOR,1986,23.3
NOR,1987,22.4
NOR,1988,22
NOR,1989,22.8
NOR,1990,22.8
NOR,1991,23
NOR,1992,23
NOR,1993,23.4
NOR,1994,24
NOR,1995,24.2
NOR,1996,24.5
NOR,1997,24.7
NOR,1998,24.4
NOR,1999,24.6
NOR,2000,24.9
NOR,2001,24.6
NOR,2002,25.9
NOR,2003,26.6
NOR,2004,26.4
NOR,2005,26.4
NOR,2006,25.4
NOR,2007,24.7
NOR,2008,24.6
NOR,2009,24.5
NOR,2010,24.7
NOR,2011,24.7
NOR,2012,24.8
NOR,2013,25.2
NOR,2014,25.4
NOR,2015,25.8
NOR,2016,26
NOR,2017,25.8
NOR,2018,25.9
NOR,2019,26
NOR,2020,26.3
NOR,2021,27.8
NOR,2022,26.1
NOR,2023,25.7
OMN,2000,38.4
OMN,2001,38.2
OMN,2002,38
OMN,2003,37.7
OMN,2004,37.5
OMN,2005,37.3
OMN,2006,37.1
OMN,2007,36.7
OMN,2008,36.4
OMN,2009,36.2
OMN,2010,36
OMN,2011,35.9
OMN,2012,35.8
OMN,2013,35.7
OMN,2014,35.6
OMN,2015,35.5
OMN,2016,35.4
OMN,2017,35.3
OMN,2018,35.2
OMN,2019,35.1
PAK,1964,33.9
PAK,1965,33.8
PAK,1966,33.7
PAK,1967,33.6
PAK,1968,33.2
PAK,1969,32.8
PAK,1970,32.6
PAK,1971,32.4
PAK,1972,32.6
PAK,1973,32.7
PAK,1974,32.9
PAK,1975,33
PAK,1976,33.2
PAK,1977,33.4
PAK,1978,33.5
PAK,1979,33.7
PAK,1980,33.8
PAK,1981,33.8
PAK,1982,33.9
PAK,1983,33.9
PAK,1984,34
PAK,1985,34.1
PAK,1986,34.1
PAK,1987,34.1
PAK,1988,34.2
PAK,1989,34.4
PAK,1990,34.6
PAK,1991,34.6
PAK,1992,34.4
PAK,1993,34.3
PAK,1994,34.2
PAK,1995,34.1
PAK,1996,34.1
PAK,1997,34.1
PAK,1998,34.2
PAK,1999,34.2
PAK,2000,34
PAK,2001,33.8
PAK,2002,34.1
PAK,2003,34.2
PAK,2004,34.2
PAK,2005,34.3
PAK,2006,34.2
PAK,2007,34.2
PAK,2008,34.3
PAK,2009,34.1
PAK,2010,34
PAK,2011,34.1
PAK,2012,34
PAK,2013,33.9
PAK,2014,34
PAK,2015,34
PAK,2016,34
PAK,2017,34
PAK,2018,34
PAK,2019,34.1
PAK,2020,34.2
PAK,2021,34.3
PAK,2022,34.4
PAK,2023,34.5
PAK,2024,34.6
PLW,2006,45.4
PLW,2007,45.5
PLW,2008,45.7
PLW,2009,45.8
PLW,2010,46
PLW,2011,46.1
PLW,2012,46.3
PLW,2013,46.4
PLW,2014,46.6
PSE,1996,36.9
PSE,1997,36.9
PSE,1998,37.1
PSE,1999,37.2
PSE,2000,37.3
PSE,2001,37.5
PSE,2002,37.6
PSE,2003,37.8
PSE,2004,37.9
PSE,2005,38.2
PSE,2006,38.4
PSE,2007,38.7
PSE,2008,38.8
PSE,2009,38.9
PSE,2010,39.2
PSE,2011,39.4
PSE,2012,39.6
PSE,2013,39.9
PSE,2014,40.2
PSE,2015,40.5
PSE,2016,40.8
PSE,2017,41.4
PSE,2018,42.1
PSE,2019,42.9
PSE,2020,43.6
PSE,2021,44.4
PSE,2022,45.1
PSE,2023,45.9
PAN,1970,31.4
PAN,1971,32.6
PAN,1972,33.7
PAN,1973,34.8
PAN,1974,36
PAN,1975,37.1
PAN,1976,38.2
PAN,1977,39.3
PAN,1978,40.5
PAN,1979,41.6
PAN,1980,42.6
PAN,1981,43.5
PAN,1982,44.5
PAN,1983,45.4
PAN,1984,46.4
PAN,1985,47.4
PAN,1986,48.3
PAN,1987,49.3
PAN,1988,50.2
PAN,1989,51.2
PAN,1990,51.5
PAN,1991,51.8
PAN,1992,51.8
PAN,1993,51.7
PAN,1994,51.7
PAN,1995,51.7
PAN,1996,52.1
PAN,1997,52.3
PAN,1998,51.9
PAN,1999,51.7
PAN,2000,51.9
PAN,2001,51.9
PAN,2002,51.8
PAN,2003,51.5
PAN,2004,50.9
PAN,2005,50.3
PAN,2006,49.9
PAN,2007,49
PAN,2008,48.4
PAN,2009,47.9
PAN,2010,47.7
PAN,2011,47.6
PAN,2012,47.1
PAN,2013,46.6
PAN,2014,46.1
PAN,2015,46
PAN,2016,45.8
PAN,2017,45.6
PAN,2018,45.5
PAN,2019,45.6
PAN,2020,45.9
PAN,2021,46.2
PAN,2022,45.6
PAN,2023,45
PAN,2024,45.1
PNG,1996,47.5
PNG,1997,47.5
PNG,1998,47.5
PNG,1999,47.5
PNG,2000,47.5
PNG,2001,47.5
PNG,2002,47.5
PNG,2003,47.5
PNG,2004,47.5
PNG,2005,47.5
PNG,2006,47.4
PNG,2007,47.3
PNG,2008,47.2
PNG,2009,47.1
PRY,1990,37.3
PRY,1991,40.5
PRY,1992,43.8
PRY,1993,47
PRY,1994,50.2
PRY,1995,53.4
PRY,1996,53.4
PRY,1997,53.3
PRY,1998,53.2
PRY,1999,53.1
PRY,2000,53
PRY,2001,52.8
PRY,2002,52.7
PRY,2003,52.4
PRY,2004,51.7
PRY,2005,51.2
PRY,2006,50.7
PRY,2007,50.3
PRY,2008,49.9
PRY,2009,49.7
PRY,2010,49.5
PRY,2011,49.2
PRY,2012,48.6
PRY,2013,48.4
PRY,2014,48.3
PRY,2015,48
PRY,2016,47.7
PRY,2017,47.1
PRY,2018,46.4
PRY,2019,45.8
PRY,2020,45.3
PRY,2021,45
PRY,2022,45.1
PRY,2023,45
PRY,2024,45
PER,1972,54.5
PER,1973,54.5
PER,1974,54.5
PER,1975,54.5
PER,1976,54.5
PER,1977,54.4
PER,1978,54.4
PER,1979,54.4
PER,1980,54.4
PER,1981,54.4
PER,1982,54.3
PER,1983,54.3
PER,1984,54.2
PER,1985,54.1
PER,1986,54
PER,1987,53.8
PER,1988,53.7
PER,1989,53.5
PER,1990,53.4
PER,1991,53.2
PER,1992,53.1
PER,1993,53
PER,1994,52.8
PER,1995,52.6
PER,1996,52.3
PER,1997,52.1
PER,1998,52.1
PER,1999,51.7
PER,2000,50.6
PER,2001,50.9
PER,2002,51.8
PER,2003,52.4
PER,2004,52.3
PER,2005,51.7
PER,2006,51
PER,2007,50.4
PER,2008,49.4
PER,2009,48.6
PER,2010,47.9
PER,2011,47.1
PER,2012,46.5
PER,2013,45.8
PER,2014,45.3
PER,2015,45.1
PER,2016,45
PER,2017,44.6
PER,2018,44.3
PER,2019,44
PER,2020,44.6
PER,2021,43.5
PER,2022,42.3
PER,2023,42
PER,2024,41.7
PHL,1961,42.7
PHL,1962,42.7
PHL,1963,42.7
PHL,1964,42.8
PHL,1965,42.8
PHL,1966,42.8
PHL,1967,42.8
PHL,1968,42.7
PHL,1969,42.7
PHL,1970,42.7
PHL,1971,42.7
PHL,1972,42.6
PHL,1973,42.5
PHL,1974,42.5
PHL,1975,42.4
PHL,1976,42.3
PHL,1977,42.3
PHL,1978,42.2
PHL,1979,42.1
PHL,1980,42.1
PHL,1981,42
PHL,1982,41.9
PHL,1983,41.9
PHL,1984,41.9
PHL,1985,41.8
PHL,1986,41.8
PHL,1987,41.9
PHL,1988,41.9
PHL,1989,42
PHL,1990,42.2
PHL,1991,42.4
PHL,1992,42.5
PHL,1993,42.6
PHL,1994,42.7
PHL,1995,42.9
PHL,1996,43.1
PHL,1997,43.3
PHL,1998,43.2
PHL,1999,43.1
PHL,2000,43
PHL,2001,42.9
PHL,2002,42.8
PHL,2003,42.7
PHL,2004,42.6
PHL,2005,42.5
PHL,2006,42.4
PHL,2007,42.2
PHL,2008,42.1
PHL,2009,41.9
PHL,2010,41.7
PHL,2011,41.4
PHL,2012,41.1
PHL,2013,40.8
PHL,2014,40.4
PHL,2015,40
PHL,2016,39.6
PHL,2017,39.2
PHL,2018,38.8
PHL,2019,38.4
PHL,2020,38.1
PHL,2021,37.8
PHL,2022,37.5
PHL,2023,37.3
POL,1983,29.1
POL,1984,27.4
POL,1985,26
POL,1986,26.5
POL,1987,25.7
POL,1988,25.8
POL,1989,25.9
POL,1990,25.1
POL,1991,25.5
POL,1992,26.6
POL,1993,28
POL,1994,29.3
POL,1995,30.8
POL,1996,29.8
POL,1997,29.8
POL,1998,29.2
POL,1999,29.1
POL,2000,29.8
POL,2001,30.2
POL,2002,30.6
POL,2003,31.2
POL,2004,31.5
POL,2005,31.3
POL,2006,31
POL,2007,31.1
POL,2008,31
POL,2009,31
POL,2010,31.1
POL,2011,31.3
POL,2012,31.4
POL,2013,31.4
POL,2014,30.9
POL,2015,30.2
POL,2016,28.9
POL,2017,28.6
POL,2018,28.7
POL,2019,28.7
POL,2020,29
POL,2021,29.4
POL,2022,29.4
POL,2023,29.2
PRT,1968,30.3
PRT,1969,30.4
PRT,1970,30.6
PRT,1971,30.8
PRT,1972,31
PRT,1973,31.2
PRT,1974,31.3
PRT,1975,31.7
PRT,1976,32.1
PRT,1977,32.4
PRT,1978,32.8
PRT,1979,33.1
PRT,1980,33.5
PRT,1981,33.5
PRT,1982,33.5
PRT,1983,33.5
PRT,1984,33.5
PRT,1985,33.5
PRT,1986,33.4
PRT,1987,33.4
PRT,1988,33.4
PRT,1989,33.4
PRT,1990,33.3
PRT,1991,33
PRT,1992,32.7
PRT,1993,32.4
PRT,1994,32
PRT,1995,31.7
PRT,1996,31.5
PRT,1997,31.4
PRT,1998,31.3
PRT,1999,31.4
PRT,2000,31.6
PRT,2001,31.9
PRT,2002,32.4
PRT,2003,32.9
PRT,2004,33.4
PRT,2005,33.6
PRT,2006,33.7
PRT,2007,33.5
PRT,2008,33.3
PRT,2009,33.1
PRT,2010,33.1
PRT,2011,33.1
PRT,2012,33.1
PRT,2013,33.2
PRT,2014,33
PRT,2015,32.7
PRT,2016,32.4
PRT,2017,32
PRT,2018,31.7
PRT,2019,31.6
PRT,2020,31.6
PRT,2021,31.6
PRT,2022,31.7
PRT,2023,31.6
PRI,1963,45.7
PRI,1964,45.9
PRI,1965,46.1
PRI,1966,46.3
PRI,1967,46.5
PRI,1968,46.7
PRI,1969,46.9
PRI,1970,47
PRI,1971,47.1
PRI,1972,47.2
PRI,1973,47.3
PRI,1974,47.4
PRI,1975,47.5
PRI,1976,47.6
PRI,1977,47.7
PRI,1978,47.7
PRI,1979,47.8
PRI,1980,47.9
PRI,1981,48
PRI,1982,48.1
PRI,1983,48.2
PRI,1984,48.2
PRI,1985,48.3
PRI,1986,48.4
PRI,1987,48.5
PRI,1988,48.6
PRI,1989,48.7
PRI,1990,48.8
PRI,1991,48.9
PRI,1992,49
PRI,1993,49.2
PRI,1994,49.3
PRI,1995,49.4
PRI,1996,49.5
PRI,1997,49.7
PRI,1998,49.8
PRI,1999,49.9
PRI,2000,49.9
PRI,2001,50
PRI,2002,50.1
PRI,2003,50.1
PRI,2004,50.2
PRI,2005,50.3
PRI,2006,50.3
PRI,2007,50.4
PRI,2008,50.5
PRI,2009,50.5
PRI,2010,50.5
PRI,2011,50.6
PRI,2012,50.7
PRI,2013,50.8
PRI,2014,50.9
PRI,2015,51
PRI,2016,51
PRI,2017,51.1
PRI,2018,51.1
PRI,2019,51.1
PRI,2020,51.1
PRI,2021,51.1
PRI,2022,51.1
PRI,2023,51.2
QAT,1988,38.3
QAT,1989,38.3
QAT,1990,38.3
QAT,1991,38.3
QAT,1992,38.3
QAT,1993,38.3
QAT,1994,38.3
QAT,1995,38.3
QAT,1996,38.3
QAT,1997,38.3
QAT,1998,38.3
QAT,1999,38.3
QAT,2000,38.3
QAT,2001,38.3
QAT,2002,38.4
QAT,2003,38.4
QAT,2004,38.4
QAT,2005,38.4
QAT,2006,38.4
QAT,2007,38.4
QAT,2008,38.3
QAT,2009,38.2
QAT,2010,38.1
QAT,2011,38
QAT,2012,37.9
QAT,2013,37.8
QAT,2014,37.6
QAT,2015,37.4
QAT,2016,37.2
QAT,2017,37
ROU,1989,21.1
ROU,1990,20.5
ROU,1991,21.5
ROU,1992,22.6
ROU,1993,24.2
ROU,1994,25.8
ROU,1995,27.4
ROU,1996,27.7
ROU,1997,28.1
ROU,1998,28.6
ROU,1999,29.1
ROU,2000,29.6
ROU,2001,30.3
ROU,2002,30.8
ROU,2003,31.3
ROU,2004,31.8
ROU,2005,32.2
ROU,2006,32.5
ROU,2007,31.8
ROU,2008,31.2
ROU,2009,30.7
ROU,2010,30.7
ROU,2011,30.8
ROU,2012,30.9
ROU,2013,31
ROU,2014,31.2
ROU,2015,31.2
ROU,2016,31.2
ROU,2017,31.7
ROU,2018,31.7
ROU,2019,31.3
ROU,2020,30.8
ROU,2021,29.7
ROU,2022,28.8
ROU,2023,27.7
RUS,1988,23.7
RUS,1989,23.6
RUS,1990,23.8
RUS,1991,25.3
RUS,1992,28.4
RUS,1993,32.7
RUS,1994,35.4
RUS,1995,36.9
RUS,1996,37.2
RUS,1997,36.7
RUS,1998,36.7
RUS,1999,36.6
RUS,2000,36.9
RUS,2001,36.5
RUS,2002,36.1
RUS,2003,36.6
RUS,2004,36.9
RUS,2005,36.1
RUS,2006,35.9
RUS,2007,35.6
RUS,2008,35.9
RUS,2009,35.2
RUS,2010,35.1
RUS,2011,35.3
RUS,2012,35.1
RUS,2013,34.6
RUS,2014,34
RUS,2015,33.3
RUS,2016,32.9
RUS,2017,32.1
RUS,2018,31.9
RUS,2019,31.5
RUS,2020,30.9
RUS,2021,31
RUS,2022,30.8
RUS,2023,30.6
RWA,1986,42.6
RWA,1987,43.1
RWA,1988,43.6
RWA,1989,44.1
RWA,1990,44.6
RWA,1991,45.1
RWA,1992,45.6
RWA,1993,46
RWA,1994,46.5
RWA,1995,47
RWA,1996,47.5
RWA,1997,48
RWA,1998,48.5
RWA,1999,49.1
RWA,2000,49.6
RWA,2001,50
RWA,2002,50.2
RWA,2003,50.3
RWA,2004,50.5
RWA,2005,50.7
RWA,2006,50.6
RWA,2007,50.5
RWA,2008,50.3
RWA,2009,50.2
RWA,2010,50.1
RWA,2011,49.8
RWA,2012,49.4
RWA,2013,49.1
RWA,2014,48.9
RWA,2015,48.6
RWA,2016,48.3
RWA,2017,48.1
RWA,2018,47.9
RWA,2019,47.7
RWA,2020,47.6
RWA,2021,47.4
RWA,2022,47.2
RWA,2023,47
WSM,2002,42.7
WSM,2003,42.7
WSM,2004,42.7
WSM,2005,42.7
WSM,2006,42.8
WSM,2007,42.7
WSM,2008,42.8
WSM,2009,42.7
WSM,2010,42.6
WSM,2011,42.6
WSM,2012,42.5
WSM,2013,42.4
SMR,2006,24.7
SMR,2007,24.5
SMR,2008,24.3
SMR,2009,24.2
SMR,2010,24
SMR,2011,23.9
SMR,2012,23.8
SMR,2013,23.8
SMR,2014,23.8
SMR,2015,23.8
SMR,2016,23.7
SMR,2017,23.7
SMR,2018,23.7
SAU,2007,48.2
SAU,2008,48.2
SAU,2009,48.1
SAU,2010,48.1
SAU,2011,48.1
SAU,2012,48.1
SAU,2013,48
SAU,2014,47.9
SAU,2015,47.9
SAU,2016,47.8
SAU,2017,47.8
SAU,2018,47.7
SEN,1991,42.9
SEN,1992,42.7
SEN,1993,42.6
SEN,1994,42.4
SEN,1995,42.2
SEN,1996,42.2
SEN,1997,42.1
SEN,1998,42
SEN,1999,42
SEN,2000,41.9
SEN,2001,41.8
SEN,2002,41.7
SEN,2003,41.5
SEN,2004,41.4
SEN,2005,41.3
SEN,2006,41.1
SEN,2007,41.1
SEN,2008,41
SEN,2009,40.9
SEN,2010,40.7
SEN,2011,40.6
SEN,2012,40.6
SEN,2013,40.5
SEN,2014,40.4
SEN,2015,40.3
SEN,2016,40.2
SEN,2017,40.2
SEN,2018,40.1
SEN,2019,40
SEN,2020,39.9
SEN,2021,39.9
SRB,1997,30.8
SRB,1998,30.9
SRB,1999,31.4
SRB,2000,32.4
SRB,2001,33.2
SRB,2002,33.8
SRB,2003,34.4
SRB,2004,34.9
SRB,2005,35
SRB,2006,34.6
SRB,2007,34.3
SRB,2008,33.6
SRB,2009,33.1
SRB,2010,33
SRB,2011,32.9
SRB,2012,33.1
SRB,2013,33.3
SRB,2014,33.3
SRB,2015,33
SRB,2016,32.5
SRB,2017,32
SRB,2018,32
SRB,2019,31.1
SRB,2020,31.1
SRB,2021,31.2
SRB,2022,31
SRB,2023,30.6
SYC,1999,40.5
SYC,2000,40.5
SYC,2001,40.5
SYC,2002,40.4
SYC,2003,40.4
SYC,2004,40.3
SYC,2005,40.3
SYC,2006,40.2
SYC,2007,40
SYC,2008,39.8
SYC,2009,39.6
SYC,2010,39.3
SYC,2011,39.1
SYC,2012,38.9
SYC,2013,38.6
SYC,2014,38.3
SYC,2015,38
SYC,2016,37.7
SYC,2017,37.3
SYC,2018,37
SLE,1969,42.5
SLE,1970,42.6
SLE,1971,42.8
SLE,1972,42.9
SLE,1973,43
SLE,1974,43.2
SLE,1975,43.3
SLE,1976,43.4
SLE,1977,43.6
SLE,1978,43.7
SLE,1979,43.8
SLE,1980,44
SLE,1981,44.1
SLE,1982,44.2
SLE,1983,44.3
SLE,1984,44.5
SLE,1985,44.6
SLE,1986,44.7
SLE,1987,44.9
SLE,1988,45
SLE,1989,45.2
SLE,1990,45
SLE,1991,44.8
SLE,1992,44.6
SLE,1993,44.3
SLE,1994,44.1
SLE,1995,43.9
SLE,1996,43.7
SLE,1997,43.5
SLE,1998,43.3
SLE,1999,43.1
SLE,2000,42.9
SLE,2001,42.7
SLE,2002,42.5
SLE,2003,42.2
SLE,2004,41.9
SLE,2005,41.7
SLE,2006,41.3
SLE,2007,41
SLE,2008,40.6
SLE,2009,40.3
SLE,2010,39.9
SLE,2011,39.6
SLE,2012,39.5
SLE,2013,39.4
SLE,2014,39.3
SLE,2015,39.3
SLE,2016,39.2
SLE,2017,39.1
SLE,2018,39.1
SGP,1973,36.1
SGP,1974,36.1
SGP,1975,36
SGP,1976,36
SGP,1977,36
SGP,1978,36
SGP,1979,36.1
SGP,1980,36.1
SGP,1981,36.2
SGP,1982,36.3
SGP,1983,36.3
SGP,1984,36.4
SGP,1985,36.5
SGP,1986,36.6
SGP,1987,36.7
SGP,1988,36.8
SGP,1989,37
SGP,1990,37.3
SGP,1991,37.5
SGP,1992,37.7
SGP,1993,37.9
SGP,1994,38
SGP,1995,38.1
SGP,1996,38.2
SGP,1997,38.3
SGP,1998,38.4
SGP,1999,38.4
SGP,2000,38.4
SGP,2001,38.5
SGP,2002,38.6
SGP,2003,38.7
SGP,2004,38.8
SGP,2005,38.9
SGP,2006,39
SGP,2007,39.1
SGP,2008,39.1
SGP,2009,39
SGP,2010,38.9
SGP,2011,38.8
SGP,2012,38.7
SGP,2013,38.4
SGP,2014,38.2
SGP,2015,37.9
SGP,2016,37.6
SGP,2017,37.4
SGP,2018,37.2
SGP,2019,36.9
SGP,2020,36.6
SGP,2021,36.3
SGP,2022,36
SGP,2023,35.9
SGP,2024,35.8
SVK,1988,18.3
SVK,1989,17.6
SVK,1990,17.7
SVK,1991,18.1
SVK,1992,18.8
SVK,1993,19.2
SVK,1994,20.7
SVK,1995,22.2
SVK,1996,23.7
SVK,1997,24.4
SVK,1998,25
SVK,1999,25.4
SVK,2000,25.8
SVK,2001,26.1
SVK,2002,26.5
SVK,2003,26.8
